item_id,genre,release_decade
759,Action,1990
760,Sci-Fi,1990
761,Action,1990
761,Thriller,1990
762,Drama,1990
763,Comedy,1990
764,Comedy,1990
764,Romance,1990
765,Comedy,1990
765,Romance,1990
766,Documentary,1990
767,Horror,1990
768,Adventure,1990
768,Children's,1990
769,Action,1990
769,Adventure,1990
769,Mystery,1990
769,Sci-Fi,1990
770,Crime,1990
770,Film-Noir,1990
770,Mystery,1990
770,Thriller,1990
771,Action,1990
771,Sci-Fi,1990
771,Thriller,1990
772,Drama,1990
773,Thriller,1990
774,Horror,1990
775,Comedy,1990
775,Drama,1990
775,Romance,1990
776,Drama,1990
777,Horror,1990
778,Comedy,1990
778,Drama,1990
778,Romance,1990
779,Action,1990
780,Comedy,1990
781,Comedy,1990
781,Romance,1990
782,Drama,1990
783,Comedy,1990
783,Romance,1990
784,Drama,1990
784,Horror,1990
785,Comedy,1990
785,Romance,1990
786,Comedy,1990
786,Romance,1990
787,Comedy,1990
787,Drama,1990
788,Horror,1990
788,Thriller,1990
789,Comedy,1990
789,Drama,1990
790,Comedy,1990
791,Children's,1990
792,Comedy,1990
793,Comedy,1990
794,Drama,1990
794,Romance,1990
795,Children's,1990
795,Comedy,1990
796,Comedy,1990
796,Romance,1990
797,Action,1990
797,Sci-Fi,1990
798,Action,1990
799,Drama,1990
800,Horror,1990
800,Thriller,1990
801,Comedy,1990
802,Action,1990
802,Adventure,1990
802,Crime,1990
802,Thriller,1990
803,Action,1990
803,Drama,1990
803,War,1990
804,Comedy,1990
805,Comedy,1990
805,Mystery,1990
806,Action,1990
806,Crime,1990
806,Drama,1990
807,Drama,1990
808,Action,1990
808,Drama,1990
809,Action,1990
809,Drama,1990
809,Mystery,1990
810,Action,1990
811,Documentary,1990
812,Adventure,1990
812,Children's,1990
813,Documentary,1990
814,Documentary,1990
815,Drama,1990
815,Romance,1990
816,Horror,1990
817,Drama,1990
818,Comedy,1990
819,Comedy,1990
820,Adventure,1990
820,Animation,1990
820,Children's,1990
820,Comedy,1990
820,Fantasy,1990
821,Comedy,1990
821,Romance,1990
822,Drama,1960
823,Crime,1990
823,Film-Noir,1990
823,Thriller,1990
824,Comedy,1990
825,Action,1990
825,Sci-Fi,1990
825,Thriller,1990
826,Adventure,1990
827,Action,1990
827,Adventure,1990
827,Thriller,1990
828,Adventure,1990
828,Children's,1990
829,Action,1990
829,Adventure,1990
830,Action,1990
830,Mystery,1990
830,Thriller,1990
831,Action,1990
831,Adventure,1990
831,Sci-Fi,1990
831,Thriller,1990
832,Children's,1990
832,Drama,1990
832,Fantasy,1990
833,Action,1990
834,Horror,1990
834,Thriller,1990
835,Comedy,1930
835,Musical,1930
835,Romance,1930
836,Comedy,1930
836,Romance,1930
837,Drama,1940
838,Action,1990
839,Horror,1990
839,Thriller,1990
840,Action,1990
840,Drama,1990
840,Western,1990
841,Action,1990
841,Thriller,1990
842,Children's,1960
842,Comedy,1960
842,Drama,1960
843,Children's,1950
843,Comedy,1950
844,Crime,1990
845,Comedy,1990
846,Drama,1990
846,Romance,1990
847,Documentary,1990
847,Drama,1990
848,Film-Noir,1940
848,Thriller,1940
849,Action,1990
849,Romance,1990
850,Documentary,1990
851,Drama,1960
852,Drama,1990
852,Thriller,1990
853,Comedy,1990
853,Horror,1990
854,Comedy,1980
854,Horror,1980
855,Action,1980
855,Drama,1980
855,Mystery,1980
855,Romance,1980
855,Thriller,1980
856,Comedy,1990
856,Drama,1990
857,Documentary,1990
858,Horror,1990
859,Comedy,1980
859,Horror,1980
860,Horror,1980
860,Thriller,1980
861,Horror,1980
862,Adventure,1990
862,Children's,1990
862,Comedy,1990
863,Drama,1990
864,Comedy,1990
865,Drama,1990
866,Comedy,1990
866,Romance,1990
867,Drama,1990
868,Drama,1990
869,Comedy,1990
869,Romance,1990
870,Romance,1990
871,Comedy,1990
872,Romance,1990
873,Comedy,1990
873,Romance,1990
874,Drama,1990
875,Drama,1990
875,Romance,1990
876,Action,1990
876,Comedy,1990
877,Adventure,1990
877,Romance,1990
878,Children's,1990
878,Comedy,1990
878,Mystery,1990
879,Action,1990
879,Thriller,1990
879,War,1990
880,Drama,1990
881,Action,1990
881,Comedy,1990
882,Drama,1990
883,Drama,1990
884,Documentary,1990
885,Horror,1990
886,Romance,1990
886,Thriller,1990
887,Drama,1990
888,Drama,1990
889,Romance,1990
890,Action,1990
890,Adventure,1990
891,Drama,1990
891,War,1990
892,Children's,1990
892,Comedy,1990
892,Fantasy,1990
893,Comedy,1990
894,Children's,1990
894,Comedy,1990
895,Horror,1990
895,Thriller,1990
896,Drama,1990
897,Action,1990
897,Adventure,1990
897,Sci-Fi,1990
898,Drama,1990
899,Drama,1990
900,Drama,1990
901,Comedy,1990
902,Comedy,1990
902,Crime,1990
902,Mystery,1990
902,Thriller,1990
903,Drama,1990
903,Romance,1990
904,Comedy,1990
904,Drama,1990
905,Drama,1990
905,Romance,1990
906,Drama,1990
906,Romance,1990
907,Comedy,1990
908,Comedy,1990
909,Drama,1990
910,Drama,1990
911,Crime,1990
911,Drama,1990
912,Action,1990
912,Thriller,1990
913,Comedy,1990
914,Crime,1990
914,Drama,1990
914,Mystery,1990
914,Thriller,1990
915,Drama,1990
916,Action,1990
916,Sci-Fi,1990
916,Thriller,1990
917,Action,1990
917,Drama,1990
917,Thriller,1990
918,Romance,1990
919,Adventure,1990
919,Sci-Fi,1990
920,Drama,1990
921,Drama,1990
921,Romance,1990
922,Western,1990
923,Drama,1990
924,Adventure,1990
924,Drama,1990
925,Sci-Fi,1990
925,Thriller,1990
926,Comedy,1990
927,Drama,1990
928,Drama,1990
928,Horror,1990
929,Children's,1990
929,Comedy,1990
930,Action,1990
930,Adventure,1990
930,Thriller,1990
931,Sci-Fi,1990
931,Thriller,1990
932,Children's,1990
932,Comedy,1990
933,Drama,1990
934,Drama,1990
935,Drama,1990
935,War,1990
936,Comedy,1990
936,Drama,1990
936,Romance,1990
937,Drama,1990
938,Comedy,1990
938,Romance,1990
939,Drama,1990
939,Thriller,1990
940,Comedy,1990
941,Comedy,1990
941,Drama,1990
942,Drama,1990
943,Thriller,1990
944,Comedy,1990
944,Drama,1990
944,War,1990
945,Comedy,1960
945,Mystery,1960
945,Romance,1960
945,Thriller,1960
946,Animation,1980
946,Children's,1980
947,Adventure,1980
947,Romance,1980
948,Comedy,1990
948,Romance,1990
949,Drama,1990
949,Romance,1990
950,Drama,1990
951,Adventure,1990
951,Children's,1990
951,Fantasy,1990
952,Comedy,1990
953,Comedy,1990
953,Drama,1990
954,Documentary,1990
955,Drama,1990
955,Romance,1990
956,Drama,1990
957,Comedy,1990
958,Drama,1990
959,Comedy,1990
960,Drama,1990
961,Drama,1990
962,Drama,1990
963,Drama,1990
963,Thriller,1990
964,Comedy,1990
964,Drama,1990
965,Comedy,1950
965,Musical,1950
966,Romance,1950
967,Drama,1930
968,Musical,1940
969,Animation,1960
969,Children's,1960
970,Comedy,1990
971,Comedy,1990
971,War,1990
972,Drama,1990
973,Documentary,1990
974,Drama,1990
974,Thriller,1990
975,Thriller,1990
976,Action,1990
976,Sci-Fi,1990
976,Thriller,1990
977,Action,1990
978,Mystery,1990
978,Thriller,1990
979,Drama,1990
979,Thriller,1990
980,Drama,1990
981,Drama,1990
982,Action,1990
982,Adventure,1990
982,Thriller,1990
983,Thriller,1990
984,Thriller,1990
985,Drama,1990
986,Thriller,1990
987,Thriller,1990
988,Comedy,1990
988,Romance,1990
989,Animation,1990
989,Children's,1990
989,Musical,1990
990,Drama,1990
990,Romance,1990
991,Crime,1990
992,Comedy,1990
992,Thriller,1990
993,Adventure,1990
993,Animation,1990
993,Children's,1990
993,Comedy,1990
993,Musical,1990
994,Drama,1990
995,Comedy,1990
996,Children's,1990
996,Comedy,1990
997,Comedy,1990
998,Comedy,1990
999,Comedy,1990
1000,Comedy,1990
1000,Western,1990
1001,Comedy,1990
1002,Comedy,1990
1003,Children's,1990
1003,Comedy,1990
1003,Mystery,1990
1004,Drama,1990
1004,Western,1990
1005,Drama,1990
1006,Drama,1990
1006,Sci-Fi,1990
1007,Comedy,1990
1008,Drama,1990
1009,Drama,1990
1010,Drama,1990
1011,Crime,1990
1012,Comedy,1990
1012,Drama,1990
1013,Action,1990
1013,Adventure,1990
1013,Thriller,1990
1014,Comedy,1990
1015,Children's,1990
1015,Drama,1990
1016,Action,1990
1016,Adventure,1990
1016,Thriller,1990
1017,Drama,1990
1018,Drama,1990
1019,Action,1980
1019,Thriller,1980
1020,Mystery,1940
1020,Thriller,1940
1021,Drama,1960
1022,Documentary,1990
1023,Comedy,1990
1024,Romance,1990
1025,Action,1990
1025,Drama,1990
1025,Thriller,1990
1026,Comedy,1990
1026,Drama,1990
1027,Action,1990
1028,Comedy,1990
1028,Romance,1990
1029,Comedy,1990
1030,Comedy,1990
1031,Adventure,1990
1031,Children's,1990
1032,Children's,1990
1032,Comedy,1990
1033,Adventure,1990
1033,Children's,1990
1034,Action,1990
1034,Adventure,1990
1035,Comedy,1990
1036,Comedy,1990
1036,Fantasy,1990
1037,Comedy,1980
1037,Musical,1980
1037,Romance,1980
1038,Thriller,1990
1039,Drama,1990
1040,Comedy,1990
1040,Romance,1990
1041,Comedy,1990
1041,Romance,1990
1042,Mystery,1990
1042,Thriller,1990
1043,Comedy,1990
1044,Comedy,1990
1044,Drama,1990
1045,Drama,1990
1046,Thriller,1990
1047,Comedy,1990
1048,Comedy,1990
1048,Romance,1990
1049,Comedy,1990
1050,Drama,1940
1050,Romance,1940
1051,Comedy,1990
1052,Comedy,1990
1052,Horror,1990
1053,Drama,1990
1054,Comedy,1990
1055,Drama,1990
1056,Horror,1990
1057,Comedy,1990
1058,Adventure,1990
1058,Drama,1990
1059,Comedy,1990
1060,Adventure,1990
1060,Children's,1990
1061,Comedy,1990
1061,Drama,1990
1062,Drama,1990
1063,Children's,1990
1063,Drama,1990
1064,Crime,1940
1064,Film-Noir,1940
1065,Documentary,1980
1065,War,1980
1066,Animation,1990
1066,Children's,1990
1067,Comedy,1990
1068,Drama,1990
1069,Crime,1990
1069,Drama,1990
1069,Thriller,1990
1070,Comedy,1990
1071,Comedy,1990
1072,Comedy,1990
1072,Romance,1990
1073,Thriller,1990
1074,Comedy,1990
1074,Drama,1990
1075,Drama,1990
1076,Action,1990
1076,Adventure,1990
1076,Animation,1990
1076,Children's,1990
1076,Fantasy,1990
1077,Thriller,1990
1078,Animation,1980
1078,Children's,1980
1079,Comedy,1990
1079,Musical,1990
1080,Comedy,1990
1081,Crime,1990
1082,Drama,1990
1083,Crime,1990
1083,Thriller,1990
1084,Documentary,1990
1085,Drama,1990
1085,Romance,1990
1086,Drama,1990
1087,Action,1990
1088,Action,1990
1089,Action,1990
1089,Romance,1990
1089,Thriller,1990
1090,Thriller,1990
1091,Adventure,1970
1091,Animation,1970
1091,Children's,1970
1091,Musical,1970
1092,Comedy,1990
1093,Comedy,1990
1094,Comedy,1990
1095,Comedy,1990
1096,Romance,1990
1097,Drama,1990
1098,Comedy,1990
1099,Drama,1990
1100,Comedy,1990
1100,Drama,1990
1100,Romance,1990
1101,Drama,1990
1101,Mystery,1990
1102,Comedy,1990
1102,Romance,1990
1103,Comedy,1990
1103,Drama,1990
1104,Comedy,1990
1104,Crime,1990
1104,Drama,1990
1105,Action,1990
1105,Adventure,1990
1105,Thriller,1990
1106,Crime,1990
1106,Drama,1990
1107,Drama,1990
1108,Drama,1990
1109,Drama,1990
1109,Thriller,1990
1110,Action,1990
1110,Comedy,1990
1110,Musical,1990
1110,Sci-Fi,1990
1111,Drama,1990
1112,Drama,1990
1113,Drama,1990
1114,Comedy,1990
1115,Comedy,1990
1115,Drama,1990
1115,Romance,1990
1116,Adventure,1940
1117,Drama,1990
1118,Comedy,1970
1119,Drama,1980
1119,Romance,1980
1120,Comedy,1990
1121,Drama,1990
1121,Musical,1990
1122,Crime,1930
1122,Drama,1930
1123,Drama,1950
1124,Romance,1930
1124,War,1930
1125,Thriller,1960
1126,Adventure,1950
1126,Drama,1950
1127,Drama,1990
1128,Documentary,1990
1129,Drama,1990
1129,Mystery,1990
1129,Romance,1990
1130,Documentary,1990
1131,Thriller,1990
1132,Drama,1990
1132,Romance,1990
1133,Adventure,1970
1133,Children's,1970
1133,Fantasy,1970
1134,Drama,1990
1135,Drama,1990
1135,Musical,1990
1136,Drama,1990
1137,Drama,1990
1137,Romance,1990
1138,Action,1990
1138,Comedy,1990
1138,Crime,1990
1138,Drama,1990
1139,Action,1990
1139,Crime,1990
1139,Thriller,1990
1140,Comedy,1990
1141,Documentary,1990
1142,Documentary,1990
1143,Crime,1990
1143,Thriller,1990
1144,Drama,1990
1145,Drama,1990
1146,Drama,1990
1147,Drama,1990
1148,Drama,1990
1149,Drama,1970
1150,Drama,1990
1151,Crime,1990
1152,Romance,1990
1152,War,1990
1153,Drama,1990
1153,Musical,1990
1154,Sci-Fi,1960
1155,Comedy,1990
1155,Romance,1990
1156,Crime,1990
1156,Drama,1990
1157,Horror,1990
1158,Drama,1990
1159,Mystery,1970
1159,Sci-Fi,1970
1160,Drama,1990
1160,Romance,1990
1161,Action,1990
1161,Drama,1990
1162,Comedy,1990
1163,Drama,1990
1164,Children's,1990
1165,Comedy,1990
1165,Drama,1990
1166,Comedy,1990
1167,Comedy,1990
1168,Drama,1990
1169,Drama,1990
1170,Comedy,1990
1170,Drama,1990
1171,Drama,1990
1172,Comedy,1930
1173,Drama,1990
1173,Romance,1990
1174,Drama,1990
1174,Thriller,1990
1175,Romance,1990
1176,Drama,1990
1176,War,1990
1177,Comedy,1990
1178,Comedy,1990
1179,Comedy,1990
1180,Action,1990
1180,Comedy,1990
1181,Action,1990
1181,Comedy,1990
1182,Comedy,1990
1183,Action,1990
1183,Comedy,1990
1184,Documentary,1990
1185,Comedy,1990
1185,War,1990
1186,Comedy,1990
1186,Drama,1990
1187,Crime,1970
1188,Action,1990
1188,Comedy,1990
1188,Western,1990
1189,Drama,1990
1190,Comedy,1990
1190,Romance,1990
1191,Crime,1990
1191,Drama,1990
1192,Drama,1990
1193,Drama,1990
1194,Crime,1990
1194,Drama,1990
1195,Drama,1990
1196,Drama,1990
1197,Comedy,1990
1197,Drama,1990
1198,Crime,1960
1198,Thriller,1960
1199,Comedy,1990
1199,Horror,1990
1200,Children's,1950
1200,Drama,1950
1201,Documentary,1990
1202,Comedy,1990
1203,Comedy,1930
1203,Musical,1930
1203,Romance,1930
1204,Comedy,1940
1204,Drama,1940
1204,War,1940
1205,Drama,1990
1206,Comedy,1990
1207,Thriller,1990
1208,Crime,1990
1208,Drama,1990
1208,Thriller,1990
1209,Comedy,1990
1210,Sci-Fi,1990
1210,Thriller,1990
1211,Drama,1990
1211,Romance,1990
1212,Drama,1990
1212,Mystery,1990
1212,Romance,1990
1213,Crime,1990
1213,Drama,1990
1213,Thriller,1990
1214,Drama,1970
1215,Action,1990
1215,Sci-Fi,1990
1216,Romance,1990
1217,Thriller,1990
1218,Comedy,1990
1219,Animation,1990
1219,Children's,1990
1219,Comedy,1990
1219,Romance,1990
1220,Drama,1990
1221,Drama,1990
1222,Action,1990
1223,Drama,1990
1224,Drama,1990
1225,Comedy,1990
1226,Crime,1990
1226,Drama,1990
1227,Drama,1990
1228,Action,1990
1229,Drama,1990
1229,Thriller,1990
1230,Comedy,1990
1231,Action,1990
1231,Drama,1990
1232,Documentary,1990
1233,Drama,1990
1234,Comedy,1990
1235,Crime,1990
1236,Drama,1990
1237,Comedy,1990
1237,Drama,1990
1238,Drama,1990
1239,Action,1990
1239,Adventure,1990
1239,Romance,1990
1240,Animation,1990
1240,Sci-Fi,1990
1241,Comedy,1990
1241,Drama,1990
1242,Comedy,1990
1243,Horror,1990
1244,Action,1990
1245,Crime,1990
1246,Comedy,1990
1247,Western,1990
1248,Thriller,1990
1249,Comedy,1990
1250,Action,1990
1251,Comedy,1990
1252,Drama,1990
1253,Thriller,1990
1254,Comedy,1990
1255,Drama,1990
1256,Drama,1990
1257,Drama,1990
1258,Comedy,1990
1258,Romance,1990
1259,Comedy,1990
1259,Romance,1990
1260,Drama,1990
1261,Drama,1990
1262,Romance,1990
1263,Drama,1990
1264,Drama,1990
1265,Drama,1990
1266,Drama,1970
1267,Drama,1990
1268,Drama,1990
1269,Comedy,1950
1269,Romance,1950
1270,Comedy,1990
1271,Comedy,1990
1272,Comedy,1990
1272,Drama,1990
1273,Drama,1990
1273,Thriller,1990
1274,Sci-Fi,1990
1274,Thriller,1990
1275,Thriller,1990
1276,Drama,1990
1277,Action,1990
1277,Crime,1990
1278,Drama,1990
1278,Musical,1990
1279,Adventure,1990
1279,Children's,1990
1280,Crime,1990
1281,Drama,1990
1282,Drama,1990
1283,Comedy,1990
1284,Drama,1990
1284,Mystery,1990
1285,Drama,1990
1286,Comedy,1930
1286,Musical,1930
1286,Romance,1930
1287,Comedy,1990
1288,Comedy,1990
1289,Romance,1990
1290,Drama,1990
1290,Romance,1990
1291,Comedy,1990
1292,Children's,1990
1292,Fantasy,1990
1293,Adventure,1990
1293,Children's,1990
1293,Fantasy,1990
1293,Sci-Fi,1990
1294,Documentary,1990
1295,Comedy,1990
1295,Drama,1990
1296,Comedy,1990
1296,Drama,1990
1297,Drama,1990
1297,Romance,1990
1298,Comedy,1950
1298,Musical,1950
1299,Drama,1940
1299,Romance,1940
1300,Drama,1990
1300,Romance,1990
1301,Comedy,1980
1302,Comedy,1990
1303,Action,1990
1304,Action,1990
1304,Crime,1990
1305,Comedy,1990
1306,Drama,1990
1307,Documentary,1990
1308,Comedy,1990
1308,Drama,1990
1309,Drama,1970
1310,Drama,1940
1311,Comedy,1990
1311,Drama,1990
1312,Comedy,1990
1312,Drama,1990
1313,Film-Noir,1990
1313,Mystery,1990
1313,Thriller,1990
1314,Action,1990
1314,Adventure,1990
1314,Thriller,1990
1315,Drama,1990
1315,Romance,1990
1316,Drama,1990
1317,Drama,1990
1318,Documentary,1990
1319,Drama,1990
1320,Drama,1990
1321,Comedy,1990
1322,Comedy,1990
1323,Drama,1990
1324,Drama,1990
1324,Thriller,1990
1325,Drama,1990
1326,Drama,1990
1327,Drama,1990
1328,Drama,1990
1329,Drama,1990
1330,Drama,1990
1331,Documentary,1990
1332,Drama,1990
1333,Comedy,1990
1333,Drama,1990
1334,Drama,1990
1335,Drama,1990
1336,Children's,1990
1336,Comedy,1990
1336,Fantasy,1990
1337,Comedy,1990
1338,Drama,1990
1339,Comedy,1990
1339,Drama,1990
1340,Romance,1990
1341,Drama,1990
1342,Drama,1990
1343,Drama,1990
1344,Drama,1990
1345,Drama,1990
1346,Drama,1990
1347,Drama,1950
1348,Drama,1990
1349,Comedy,1990
1350,Drama,1940
1351,Comedy,1990
1352,Drama,1970
1353,Romance,1990
1354,Drama,1990
1355,Drama,1990
1356,Comedy,1990
1357,Romance,1990
1357,War,1990
1358,Action,1990
1359,Drama,1990
1360,Comedy,1990
1361,Comedy,1990
1362,Action,1990
1363,Documentary,1990
1364,Action,1990
1365,Action,1990
1365,Drama,1990
1366,Documentary,1990
1366,Drama,1990
1367,Animation,1990
1368,Drama,1990
1369,Drama,1950
1370,Drama,1990
1370,Thriller,1990
1371,Comedy,1990
1371,Horror,1990
1372,Action,1990
1373,unknown,1970
1374,Comedy,1980
1375,Drama,1990
1376,Comedy,1990
1377,Comedy,1990
1377,Romance,1990
1378,Documentary,1990
1379,Romance,1990
1380,Drama,1990
1381,Drama,1990
1382,Drama,1990
1383,Adventure,1990
1383,Children's,1990
1384,Drama,1990
1385,Comedy,1990
1385,Romance,1990
1386,Sci-Fi,1990
1387,Romance,1990
1388,Drama,1990
1389,Drama,1990
1390,Crime,1990
1391,Drama,1990
1392,Drama,1990
1393,Action,1990
1393,Thriller,1990
1394,Romance,1990
1395,Drama,1990
1396,Drama,1990
1397,Drama,1930
1398,Drama,1990
1399,Thriller,1990
1400,Drama,1990
1400,Romance,1990
1401,Drama,1990
1402,Drama,1990
1403,Comedy,1990
1403,Drama,1990
1404,Comedy,1980
1405,Drama,1990
1406,Drama,1990
1406,Romance,1990
1407,Action,1990
1408,Comedy,1990
1409,Animation,1990
1409,Children's,1990
1410,Drama,1990
1411,Adventure,1960
1411,Sci-Fi,1960
1412,Animation,1990
1412,Children's,1990
1413,Action,1990
1414,Action,1990
1415,Action,1990
1415,Children's,1990
1416,Action,1990
1416,Sci-Fi,1990
1417,Drama,1990
1418,Drama,1990
1419,Action,1990
1419,Sci-Fi,1990
1420,Comedy,1990
1421,Drama,1990
1422,Film-Noir,1990
1422,Thriller,1990
1423,Drama,1990
1423,War,1990
1424,Comedy,1990
1424,Drama,1990
1424,Romance,1990
1425,Comedy,1990
1425,Drama,1990
1426,Comedy,1990
1426,Drama,1990
1427,Drama,1990
1428,Comedy,1990
1429,Drama,1990
1429,Romance,1990
1430,Drama,1990
1431,Thriller,1990
1432,Drama,1990
1433,Action,1990
1433,Drama,1990
1434,Romance,1990
1435,Comedy,1990
1436,Drama,1990
1436,Romance,1990
1437,Comedy,1990
1438,Drama,1990
1439,Crime,1990
1439,Drama,1990
1440,Drama,1990
1441,Drama,1990
1441,Romance,1990
1442,Drama,1990
1443,Drama,1990
1444,Children's,1960
1444,Comedy,1960
1444,Mystery,1960
1445,Drama,1990
1446,Comedy,1990
1447,Drama,1990
1448,Drama,1990
1449,Drama,1990
1450,Adventure,1940
1450,Romance,1940
1451,Thriller,1940
1452,Comedy,1940
1452,Mystery,1940
1453,Crime,1940
1453,Drama,1940
1454,Western,1940
1455,Western,1940
1456,Comedy,1950
1456,Drama,1950
1457,Comedy,1990
1457,Drama,1990
1458,Comedy,1930
1458,Musical,1930
1458,Romance,1930
1459,Musical,1990
1460,Comedy,1990
1460,Drama,1990
1461,Comedy,1930
1462,Crime,1990
1462,Drama,1990
1462,Romance,1990
1463,Comedy,1990
1464,Drama,1990
1465,Comedy,1990
1465,Drama,1990
1466,Drama,1990
1467,Drama,1990
1468,Drama,1990
1469,Adventure,1990
1469,Children's,1990
1470,Animation,1990
1470,Children's,1990
1471,Thriller,1990
1472,Comedy,1990
1472,Sci-Fi,1990
1473,Children's,1930
1473,Drama,1930
1474,Comedy,1990
1474,Romance,1990
1475,Comedy,1990
1475,Drama,1990
1476,Film-Noir,1940
1477,Horror,1990
1477,Thriller,1990
1478,Action,1990
1478,Crime,1990
1478,Drama,1990
1479,Comedy,1990
1480,Adventure,1970
1480,Children's,1970
1480,Comedy,1970
1481,Drama,1990
1482,Documentary,1990
1483,Action,1990
1483,Drama,1990
1483,Romance,1990
1484,Action,1990
1484,Comedy,1990
1485,Drama,1990
1485,Romance,1990
1485,War,1990
1486,Drama,1990
1487,Comedy,1990
1487,Romance,1990
1488,Drama,1990
1489,Comedy,1990
1490,Comedy,1990
1491,Action,1990
1491,Drama,1990
1491,Thriller,1990
1492,Comedy,1990
1493,Romance,1990
1494,Comedy,1990
1495,Drama,1990
1496,Comedy,1990
1496,Crime,1990
1497,Documentary,1990
1498,Comedy,1990
1499,Comedy,1990
1500,Comedy,1990
1501,War,1990
1502,Comedy,1990
1502,Romance,1990
1503,Adventure,1990
1503,Children's,1990
1504,Comedy,1990
1505,Crime,1990
1505,Drama,1990
1506,Drama,1990
1507,Comedy,1990
1508,Drama,1990
1508,Thriller,1990
1509,Comedy,1990
1510,Crime,1990
1511,Comedy,1990
1512,Drama,1990
1513,Comedy,1990
1514,Drama,1990
1515,Adventure,1990
1515,Romance,1990
1516,Drama,1990
1517,Drama,1990
1518,Drama,1990
1519,Crime,1990
1519,Drama,1990
1520,Horror,1990
1521,Comedy,1990
1521,Romance,1990
1522,Thriller,1990
1523,Action,1990
1523,Adventure,1990
1524,Drama,1990
1525,Comedy,1990
1525,Romance,1990
1526,Drama,1980
1526,Romance,1980
1526,Thriller,1980
1527,Comedy,1990
1528,Drama,1990
1529,War,1990
1530,Drama,1990
1531,Adventure,1990
1531,Children's,1990
1532,Drama,1990
1533,Drama,1990
1534,Comedy,1990
1534,Crime,1990
1535,Drama,1990
1536,Drama,1990
1537,Comedy,1990
1538,Drama,1990
1539,Drama,1990
1540,Adventure,1990
1540,Children's,1990
1541,Drama,1990
1542,Drama,1920
1543,Drama,1990
1544,Comedy,1990
1545,Drama,1990
1545,Romance,1990
1546,Drama,1980
1547,Documentary,1990
1548,Action,1990
1548,Thriller,1990
1549,Thriller,1990
1550,Comedy,1990
1551,Drama,1990
1552,Action,1990
1553,Mystery,1990
1553,Thriller,1990
1554,Drama,1990
1555,Adventure,1990
1555,Children's,1990
1556,Action,1990
1556,Drama,1990
1556,Thriller,1990
1557,Comedy,1990
1557,Drama,1990
1558,Drama,1990
1559,Action,1990
1559,Drama,1990
1559,Thriller,1990
1560,Crime,1980
1561,Documentary,1990
1561,Drama,1990
1562,Documentary,1990
1563,Romance,1990
1564,Drama,1990
1565,Drama,1990
1566,Drama,1940
1567,Comedy,1990
1568,Comedy,1990
1568,Romance,1990
1569,Comedy,1980
1569,Drama,1980
1570,Comedy,1990
1571,Drama,1970
1572,Drama,1980
1573,Horror,1960
1574,War,1990
1575,Drama,1990
1576,Fantasy,1980
1577,Drama,1950
1578,Drama,1960
1579,Thriller,1980
1580,Romance,1930
1581,Mystery,1950
1582,Film-Noir,1940
1583,Drama,1980
1584,Drama,1940
1585,Documentary,1990
1586,Action,1990
1586,Crime,1990
1586,Drama,1990
1587,Western,1950
1588,Comedy,1990
1588,Drama,1990
1589,Comedy,1990
1590,Drama,1990
1591,Drama,1990
1592,Drama,1990
1593,Comedy,1990
1594,Documentary,1990
1595,Action,1990
1595,Thriller,1990
1596,Action,1990
1596,Sci-Fi,1990
1596,Thriller,1990
1597,Action,1990
1597,Drama,1990
1598,Crime,1990
1598,Thriller,1990
1599,Drama,1990
1600,Comedy,1990
1601,Thriller,1990
1602,Drama,1990
1603,Drama,1990
1604,Crime,1940
1604,Film-Noir,1940
1604,Thriller,1940
1605,Comedy,1990
1606,Crime,1990
1607,Drama,1990
1608,Adventure,1990
1608,Children's,1990
1608,Drama,1990
1609,Comedy,1990
1610,Action,1990
1610,Crime,1990
1610,Romance,1990
1611,Comedy,1990
1612,Romance,1990
1613,Action,1990
1613,Drama,1990
1614,Comedy,1950
1614,Drama,1950
1615,Action,1990
1615,Adventure,1990
1615,Children's,1990
1615,Fantasy,1990
1616,Drama,1990
1617,Romance,1990
1618,Action,1990
1618,Crime,1990
1619,Drama,1990
1620,Comedy,1990
1621,Thriller,1990
1622,Comedy,1990
1623,Drama,1990
1624,Thriller,1990
1625,Horror,1990
1625,Thriller,1990
1626,Comedy,1990
1626,Drama,1990
1627,Comedy,1990
1627,Drama,1990
1628,Drama,1990
1629,Documentary,1990
1630,Drama,1990
1631,Comedy,1990
1631,Drama,1990
1632,War,1990
1633,Comedy,1990
1633,Drama,1990
1634,Drama,1990
1635,Drama,1980
1636,Drama,1990
1637,Drama,1990
1638,Crime,1990
1638,Drama,1990
1639,Drama,1990
1640,Drama,1990
1641,Documentary,1990
1642,Drama,1990
1643,Drama,1990
1644,Comedy,1990
1645,Drama,1990
1646,Action,1990
1646,Drama,1990
1647,Comedy,1990
1647,Crime,1990
1647,Drama,1990
1648,Drama,1990
1649,Comedy,1990
1649,Documentary,1990
1650,Drama,1990
1651,Drama,1990
1651,Thriller,1990
1652,Romance,1990
1653,Drama,1990
1654,Comedy,1990
1655,Comedy,1990
1655,Romance,1990
1656,Comedy,1990
1656,Romance,1990
1657,Action,1990
1657,Drama,1990
1658,Drama,1990
1659,Comedy,1990
1660,Drama,1990
1661,Drama,1990
1662,Drama,1990
1662,Romance,1990
1663,Drama,1990
1663,War,1990
1664,Comedy,1990
1665,Drama,1990
1666,Drama,1990
1667,Drama,1990
1668,Comedy,1990
1669,Crime,1990
1669,Drama,1990
1669,Mystery,1990
