item_id,movie_title,genre,genre_enc,release_decade,release_decade_enc
339,Boogie Nights (1997),['Drama'],[8],1990,7
340,Critical Care (1997),['Comedy'],[5],1990,7
341,"Man Who Knew Too Little, The (1997)","['Comedy', 'Mystery']","[5, 13]",1990,7
342,Alien: Resurrection (1997),"['Action', 'Horror', 'Sci-Fi']","[1, 11, 15]",1990,7
343,"Apostle, The (1997)",['Drama'],[8],1990,7
344,Deconstructing Harry (1997),"['Comedy', 'Drama']","[5, 8]",1990,7
345,Jackie Brown (1997),"['Crime', 'Drama']","[6, 8]",1990,7
346,Wag the Dog (1997),"['Comedy', 'Drama']","[5, 8]",1990,7
347,Desperate Measures (1998),"['Crime', 'Drama', 'Thriller']","[6, 8, 16]",1990,7
348,Hard Rain (1998),"['Action', 'Thriller']","[1, 16]",1990,7
349,Fallen (1998),"['Action', 'Mystery', 'Thriller']","[1, 13, 16]",1990,7
350,"Prophecy II, The (1998)",['Horror'],[11],1990,7
351,Spice World (1997),"['Comedy', 'Musical']","[5, 12]",1990,7
352,Deep Rising (1998),"['Action', 'Horror', 'Sci-Fi']","[1, 11, 15]",1990,7
353,"Wedding Singer, The (1998)","['Comedy', 'Romance']","[5, 14]",1990,7
354,Sphere (1998),"['Adventure', 'Sci-Fi', 'Thriller']","[2, 15, 16]",1990,7
355,"Client, The (1994)","['Drama', 'Mystery', 'Thriller']","[8, 13, 16]",1990,7
356,One Flew Over the Cuckoo's Nest (1975),['Drama'],[8],1970,5
357,Spawn (1997),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","[1, 2, 15, 16]",1990,7
358,"Assignment, The (1997)",['Thriller'],[16],1990,7
359,Wonderland (1997),['Documentary'],[7],1990,7
360,Incognito (1997),"['Crime', 'Thriller']","[6, 16]",1990,7
361,Blues Brothers 2000 (1998),"['Action', 'Comedy', 'Musical']","[1, 5, 12]",1990,7
362,Sudden Death (1995),['Action'],[1],1990,7
363,Ace Ventura: When Nature Calls (1995),['Comedy'],[5],1990,7
364,Powder (1995),['Drama'],[8],1990,7
365,Dangerous Minds (1995),['Drama'],[8],1990,7
366,Clueless (1995),['Comedy'],[5],1990,7
367,Bio-Dome (1996),['Comedy'],[5],1990,7
368,Black Sheep (1996),['Comedy'],[5],1990,7
369,Mary Reilly (1996),"['Drama', 'Thriller']","[8, 16]",1990,7
370,"Bridges of Madison County, The (1995)","['Drama', 'Romance']","[8, 14]",1990,7
371,Jeffrey (1995),['Comedy'],[5],1990,7
372,Judge Dredd (1995),"['Action', 'Adventure', 'Sci-Fi']","[1, 2, 15]",1990,7
373,Mighty Morphin Power Rangers: The Movie (1995),"['Action', ""Children's""]","[1, 4]",1990,7
374,Showgirls (1995),['Drama'],[8],1990,7
375,Houseguest (1994),['Comedy'],[5],1990,7
376,Heavyweights (1994),"[""Children's"", 'Comedy']","[4, 5]",1990,7
377,Miracle on 34th Street (1994),['Drama'],[8],1990,7
378,Tales From the Crypt Presents: Demon Knight (1995),['Horror'],[11],1990,7
379,Star Trek: Generations (1994),"['Action', 'Adventure', 'Sci-Fi']","[1, 2, 15]",1990,7
380,Muriel's Wedding (1994),"['Comedy', 'Romance']","[5, 14]",1990,7
381,"Adventures of Priscilla, Queen of the Desert, The (1994)","['Comedy', 'Drama']","[5, 8]",1990,7
382,"Flintstones, The (1994)","[""Children's"", 'Comedy']","[4, 5]",1990,7
383,Naked Gun 33 1/3: The Final Insult (1994),['Comedy'],[5],1990,7
384,True Lies (1994),"['Action', 'Adventure', 'Comedy', 'Romance']","[1, 2, 5, 14]",1990,7
385,Addams Family Values (1993),['Comedy'],[5],1990,7
386,"Age of Innocence, The (1993)",['Drama'],[8],1990,7
387,Beverly Hills Cop III (1994),"['Action', 'Comedy']","[1, 5]",1990,7
388,Black Beauty (1994),"['Adventure', ""Children's""]","[2, 4]",1990,7
389,Fear of a Black Hat (1993),['Comedy'],[5],1990,7
390,Last Action Hero (1993),"['Action', 'Comedy']","[1, 5]",1990,7
391,"Man Without a Face, The (1993)",['Drama'],[8],1990,7
392,Mrs. Doubtfire (1993),['Comedy'],[5],1990,7
393,Radioland Murders (1994),"['Comedy', 'Mystery', 'Romance']","[5, 13, 14]",1990,7
394,Robin Hood: Men in Tights (1993),['Comedy'],[5],1990,7
395,Serial Mom (1994),"['Comedy', 'Crime', 'Horror']","[5, 6, 11]",1990,7
396,Striking Distance (1993),['Action'],[1],1990,7
397,Super Mario Bros. (1993),"['Action', 'Adventure', ""Children's"", 'Sci-Fi']","[1, 2, 4, 15]",1990,7
398,"Three Musketeers, The (1993)","['Action', 'Adventure', 'Comedy']","[1, 2, 5]",1990,7
399,"Little Rascals, The (1994)","[""Children's"", 'Comedy']","[4, 5]",1990,7
400,"Brady Bunch Movie, The (1995)",['Comedy'],[5],1990,7
401,Ghost (1990),"['Comedy', 'Romance', 'Thriller']","[5, 14, 16]",1990,7
402,Batman (1989),"['Action', 'Adventure', 'Crime', 'Drama']","[1, 2, 6, 8]",1980,6
403,Pinocchio (1940),"['Animation', ""Children's""]","[3, 4]",1940,2
404,Mission: Impossible (1996),"['Action', 'Adventure', 'Mystery']","[1, 2, 13]",1990,7
405,Thinner (1996),"['Horror', 'Thriller']","[11, 16]",1990,7
406,Spy Hard (1996),['Comedy'],[5],1990,7
407,"Close Shave, A (1995)","['Animation', 'Comedy', 'Thriller']","[3, 5, 16]",1990,7
408,Jack (1996),"['Comedy', 'Drama']","[5, 8]",1990,7
409,Kingpin (1996),['Comedy'],[5],1990,7
410,"Nutty Professor, The (1996)","['Comedy', 'Fantasy', 'Romance', 'Sci-Fi']","[5, 9, 14, 15]",1990,7
411,"Very Brady Sequel, A (1996)",['Comedy'],[5],1990,7
412,Tales from the Crypt Presents: Bordello of Blood (1996),['Horror'],[11],1990,7
413,My Favorite Year (1982),['Comedy'],[5],1980,6
414,"Apple Dumpling Gang, The (1975)","[""Children's"", 'Comedy', 'Western']","[4, 5, 18]",1970,5
415,Old Yeller (1957),"[""Children's"", 'Drama']","[4, 8]",1950,3
416,"Parent Trap, The (1961)","[""Children's"", 'Drama']","[4, 8]",1960,4
417,Cinderella (1950),"['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1950,3
418,Mary Poppins (1964),"[""Children's"", 'Comedy', 'Musical']","[4, 5, 12]",1960,4
419,Alice in Wonderland (1951),"['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1950,3
420,William Shakespeare's Romeo and Juliet (1996),"['Drama', 'Romance']","[8, 14]",1990,7
421,Aladdin and the King of Thieves (1996),"['Animation', ""Children's"", 'Comedy']","[3, 4, 5]",1990,7
422,E.T. the Extra-Terrestrial (1982),"[""Children's"", 'Drama', 'Fantasy', 'Sci-Fi']","[4, 8, 9, 15]",1980,6
423,Children of the Corn: The Gathering (1996),['Horror'],[11],1990,7
424,Bob Roberts (1992),['Comedy'],[5],1990,7
425,"Transformers: The Movie, The (1986)","['Action', 'Animation', ""Children's"", 'Sci-Fi', 'Thriller', 'War']","[1, 3, 4, 15, 16, 17]",1980,6
426,To Kill a Mockingbird (1962),['Drama'],[8],1960,4
427,Harold and Maude (1971),['Comedy'],[5],1970,5
428,"Day the Earth Stood Still, The (1951)","['Drama', 'Sci-Fi']","[8, 15]",1950,3
429,Duck Soup (1933),"['Comedy', 'War']","[5, 17]",1930,1
430,Highlander (1986),"['Action', 'Adventure']","[1, 2]",1980,6
431,Fantasia (1940),"['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1940,2
432,Heathers (1989),['Comedy'],[5],1980,6
433,Forbidden Planet (1956),['Sci-Fi'],[15],1950,3
434,Butch Cassidy and the Sundance Kid (1969),"['Action', 'Comedy', 'Western']","[1, 5, 18]",1960,4
435,"American Werewolf in London, An (1981)",['Horror'],[11],1980,6
436,Amityville 1992: It's About Time (1992),['Horror'],[11],1990,7
437,Amityville 3-D (1983),['Horror'],[11],1980,6
438,Amityville: A New Generation (1993),['Horror'],[11],1990,7
439,Amityville II: The Possession (1982),['Horror'],[11],1980,6
440,"Amityville Horror, The (1979)",['Horror'],[11],1970,5
441,"Amityville Curse, The (1990)",['Horror'],[11],1990,7
442,"Birds, The (1963)",['Horror'],[11],1960,4
443,"Blob, The (1958)","['Horror', 'Sci-Fi']","[11, 15]",1950,3
444,"Body Snatcher, The (1945)",['Horror'],[11],1940,2
445,Burnt Offerings (1976),['Horror'],[11],1970,5
446,Carrie (1976),['Horror'],[11],1970,5
447,"Omen, The (1976)",['Horror'],[11],1970,5
448,Star Trek: The Motion Picture (1979),"['Action', 'Adventure', 'Sci-Fi']","[1, 2, 15]",1970,5
449,Star Trek V: The Final Frontier (1989),"['Action', 'Adventure', 'Sci-Fi']","[1, 2, 15]",1980,6
450,Grease (1978),"['Comedy', 'Musical', 'Romance']","[5, 12, 14]",1970,5
451,Jaws 2 (1978),"['Action', 'Horror']","[1, 11]",1970,5
452,Jaws 3-D (1983),"['Action', 'Horror']","[1, 11]",1980,6
453,Bastard Out of Carolina (1996),['Drama'],[8],1990,7
454,Jackie Chan's First Strike (1996),['Action'],[1],1990,7
455,Beverly Hills Ninja (1997),"['Action', 'Comedy']","[1, 5]",1990,7
456,Free Willy 3: The Rescue (1997),"['Adventure', ""Children's"", 'Drama']","[2, 4, 8]",1990,7
457,Nixon (1995),['Drama'],[8],1990,7
458,"Cry, the Beloved Country (1995)",['Drama'],[8],1990,7
459,"Crossing Guard, The (1995)",['Drama'],[8],1990,7
460,Smoke (1995),['Drama'],[8],1990,7
461,Like Water For Chocolate (Como agua para chocolate) (1992),"['Drama', 'Romance']","[8, 14]",1990,7
462,"Secret of Roan Inish, The (1994)",['Adventure'],[2],1990,7
463,Vanya on 42nd Street (1994),['Drama'],[8],1990,7
464,"Jungle Book, The (1994)","['Adventure', ""Children's"", 'Romance']","[2, 4, 14]",1990,7
465,Red Rock West (1992),['Thriller'],[16],1990,7
466,"Bronx Tale, A (1993)",['Drama'],[8],1990,7
467,Rudy (1993),['Drama'],[8],1990,7
468,Short Cuts (1993),['Drama'],[8],1990,7
469,Tombstone (1993),['Western'],[18],1990,7
470,Courage Under Fire (1996),"['Drama', 'War']","[8, 17]",1990,7
471,Dragonheart (1996),"['Action', 'Adventure', 'Fantasy']","[1, 2, 9]",1990,7
472,James and the Giant Peach (1996),"['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1990,7
473,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),"['Sci-Fi', 'War']","[15, 17]",1960,4
474,Trainspotting (1996),['Drama'],[8],1990,7
475,"First Wives Club, The (1996)",['Comedy'],[5],1990,7
476,Matilda (1996),"[""Children's"", 'Comedy']","[4, 5]",1990,7
477,"Philadelphia Story, The (1940)","['Comedy', 'Romance']","[5, 14]",1940,2
478,Vertigo (1958),"['Mystery', 'Thriller']","[13, 16]",1950,3
479,North by Northwest (1959),"['Comedy', 'Thriller']","[5, 16]",1950,3
480,"Apartment, The (1960)","['Comedy', 'Drama']","[5, 8]",1960,4
481,Some Like It Hot (1959),"['Comedy', 'Crime']","[5, 6]",1950,3
482,Casablanca (1942),"['Drama', 'Romance', 'War']","[8, 14, 17]",1940,2
483,"Maltese Falcon, The (1941)","['Film-Noir', 'Mystery']","[10, 13]",1940,2
484,My Fair Lady (1964),"['Musical', 'Romance']","[12, 14]",1960,4
485,Sabrina (1954),"['Comedy', 'Romance']","[5, 14]",1950,3
486,Roman Holiday (1953),"['Comedy', 'Romance']","[5, 14]",1950,3
487,Sunset Blvd. (1950),['Film-Noir'],[10],1950,3
488,Notorious (1946),"['Film-Noir', 'Romance', 'Thriller']","[10, 14, 16]",1940,2
489,To Catch a Thief (1955),"['Comedy', 'Romance', 'Thriller']","[5, 14, 16]",1950,3
490,"Adventures of Robin Hood, The (1938)","['Action', 'Adventure']","[1, 2]",1930,1
491,East of Eden (1955),['Drama'],[8],1950,3
492,"Thin Man, The (1934)",['Mystery'],[13],1930,1
493,His Girl Friday (1940),['Comedy'],[5],1940,2
494,Around the World in 80 Days (1956),"['Adventure', 'Comedy']","[2, 5]",1950,3
495,It's a Wonderful Life (1946),['Drama'],[8],1940,2
496,Bringing Up Baby (1938),['Comedy'],[5],1930,1
497,"African Queen, The (1951)","['Action', 'Adventure', 'Romance', 'War']","[1, 2, 14, 17]",1950,3
498,Cat on a Hot Tin Roof (1958),['Drama'],[8],1950,3
499,Fly Away Home (1996),"['Adventure', ""Children's""]","[2, 4]",1990,7
500,Dumbo (1941),"['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1940,2
501,Bananas (1971),"['Comedy', 'War']","[5, 17]",1970,5
502,"Candidate, The (1972)",['Drama'],[8],1970,5
503,Bonnie and Clyde (1967),"['Crime', 'Drama']","[6, 8]",1960,4
504,Dial M for Murder (1954),"['Mystery', 'Thriller']","[13, 16]",1950,3
505,Rebel Without a Cause (1955),['Drama'],[8],1950,3
506,"Streetcar Named Desire, A (1951)",['Drama'],[8],1950,3
507,"People vs. Larry Flynt, The (1996)",['Drama'],[8],1990,7
508,My Left Foot (1989),['Drama'],[8],1980,6
509,"Magnificent Seven, The (1954)","['Action', 'Drama', 'Western']","[1, 8, 18]",1950,3
510,Lawrence of Arabia (1962),"['Adventure', 'War']","[2, 17]",1960,4
511,Wings of Desire (1987),"['Comedy', 'Drama', 'Romance']","[5, 8, 14]",1980,6
512,"Third Man, The (1949)","['Mystery', 'Thriller']","[13, 16]",1940,2
513,Annie Hall (1977),"['Comedy', 'Romance']","[5, 14]",1970,5
514,"Boot, Das (1981)","['Action', 'Drama', 'War']","[1, 8, 17]",1990,7
515,Local Hero (1983),['Comedy'],[5],1980,6
516,Manhattan (1979),"['Comedy', 'Drama', 'Romance']","[5, 8, 14]",1970,5
517,Miller's Crossing (1990),['Drama'],[8],1990,7
518,"Treasure of the Sierra Madre, The (1948)",['Adventure'],[2],1940,2
519,"Great Escape, The (1963)","['Adventure', 'War']","[2, 17]",1960,4
520,"Deer Hunter, The (1978)","['Drama', 'War']","[8, 17]",1970,5
521,Down by Law (1986),"['Comedy', 'Drama']","[5, 8]",1980,6
522,Cool Hand Luke (1967),"['Comedy', 'Drama']","[5, 8]",1960,4
523,"Great Dictator, The (1940)",['Comedy'],[5],1940,2
524,"Big Sleep, The (1946)","['Film-Noir', 'Mystery']","[10, 13]",1940,2
525,Ben-Hur (1959),"['Action', 'Adventure', 'Drama']","[1, 2, 8]",1950,3
526,Gandhi (1982),['Drama'],[8],1980,6
527,"Killing Fields, The (1984)","['Drama', 'War']","[8, 17]",1980,6
528,My Life as a Dog (Mitt liv som hund) (1985),['Drama'],[8],1980,6
529,"Man Who Would Be King, The (1975)",['Adventure'],[2],1970,5
530,Shine (1996),"['Drama', 'Romance']","[8, 14]",1990,7
531,Kama Sutra: A Tale of Love (1996),['Romance'],[14],1990,7
532,"Daytrippers, The (1996)",['Mystery'],[13],1990,7
533,Traveller (1997),['Drama'],[8],1990,7
534,Addicted to Love (1997),"['Comedy', 'Romance']","[5, 14]",1990,7
535,Ponette (1996),['Drama'],[8],1990,7
536,My Own Private Idaho (1991),['Drama'],[8],1990,7
537,Anastasia (1997),"['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1990,7
538,Mouse Hunt (1997),"[""Children's"", 'Comedy']","[4, 5]",1990,7
539,Money Train (1995),['Action'],[1],1990,7
540,Mortal Kombat (1995),"['Action', 'Adventure']","[1, 2]",1990,7
541,Pocahontas (1995),"['Animation', ""Children's"", 'Musical', 'Romance']","[3, 4, 12, 14]",1990,7
542,"Misérables, Les (1995)","['Drama', 'Musical']","[8, 12]",1990,7
543,Things to Do in Denver when You're Dead (1995),"['Crime', 'Drama', 'Romance']","[6, 8, 14]",1990,7
544,Vampire in Brooklyn (1995),"['Comedy', 'Romance']","[5, 14]",1990,7
545,Broken Arrow (1996),"['Action', 'Thriller']","[1, 16]",1990,7
546,"Young Poisoner's Handbook, The (1995)",['Crime'],[6],1990,7
547,"NeverEnding Story III, The (1994)","[""Children's"", 'Fantasy']","[4, 9]",1990,7
548,Rob Roy (1995),"['Drama', 'Romance', 'War']","[8, 14, 17]",1990,7
549,Die Hard: With a Vengeance (1995),"['Action', 'Thriller']","[1, 16]",1990,7
550,Lord of Illusions (1995),['Horror'],[11],1990,7
551,Species (1995),['Sci-Fi'],[15],1990,7
552,"Walk in the Clouds, A (1995)","['Drama', 'Romance']","[8, 14]",1990,7
553,Waterworld (1995),"['Action', 'Adventure']","[1, 2]",1990,7
554,White Man's Burden (1995),['Drama'],[8],1990,7
555,Wild Bill (1995),['Western'],[18],1990,7
556,Farinelli: il castrato (1994),"['Drama', 'Musical']","[8, 12]",1990,7
557,Heavenly Creatures (1994),"['Drama', 'Fantasy', 'Thriller']","[8, 9, 16]",1990,7
558,Interview with the Vampire (1994),"['Drama', 'Horror']","[8, 11]",1990,7
559,"Kid in King Arthur's Court, A (1995)","['Adventure', ""Children's"", 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi']","[2, 4, 5, 9, 14, 15]",1990,7
560,Mary Shelley's Frankenstein (1994),"['Drama', 'Horror']","[8, 11]",1990,7
561,"Quick and the Dead, The (1995)","['Action', 'Adventure', 'Western']","[1, 2, 18]",1990,7
562,Stephen King's The Langoliers (1995),['Horror'],[11],1990,7
563,Tales from the Hood (1995),"['Comedy', 'Horror']","[5, 11]",1990,7
564,Village of the Damned (1995),"['Horror', 'Thriller']","[11, 16]",1990,7
565,Clear and Present Danger (1994),"['Action', 'Adventure', 'Thriller']","[1, 2, 16]",1990,7
566,Wes Craven's New Nightmare (1994),['Horror'],[11],1990,7
567,Speed (1994),"['Action', 'Romance', 'Thriller']","[1, 14, 16]",1990,7
568,Wolf (1994),"['Drama', 'Horror']","[8, 11]",1990,7
569,Wyatt Earp (1994),['Western'],[18],1990,7
570,Another Stakeout (1993),"['Comedy', 'Thriller']","[5, 16]",1990,7
571,Blown Away (1994),"['Action', 'Thriller']","[1, 16]",1990,7
572,Body Snatchers (1993),"['Horror', 'Sci-Fi', 'Thriller']","[11, 15, 16]",1990,7
573,Boxing Helena (1993),"['Mystery', 'Romance', 'Thriller']","[13, 14, 16]",1990,7
574,City Slickers II: The Legend of Curly's Gold (1994),"['Comedy', 'Western']","[5, 18]",1990,7
575,Cliffhanger (1993),"['Action', 'Adventure', 'Crime']","[1, 2, 6]",1990,7
576,Coneheads (1993),"['Comedy', 'Sci-Fi']","[5, 15]",1990,7
577,Demolition Man (1993),"['Action', 'Sci-Fi']","[1, 15]",1990,7
578,Fatal Instinct (1993),['Comedy'],[5],1990,7
579,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","['Comedy', 'Romance']","[5, 14]",1990,7
580,Kalifornia (1993),"['Drama', 'Thriller']","[8, 16]",1990,7
581,"Piano, The (1993)","['Drama', 'Romance']","[8, 14]",1990,7
582,Romeo Is Bleeding (1993),"['Crime', 'Thriller']","[6, 16]",1990,7
583,"Secret Garden, The (1993)","[""Children's"", 'Drama']","[4, 8]",1990,7
584,Son in Law (1993),['Comedy'],[5],1990,7
585,Terminal Velocity (1994),['Action'],[1],1990,7
586,"Hour of the Pig, The (1993)","['Drama', 'Mystery']","[8, 13]",1990,7
587,Beauty and the Beast (1991),"['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1990,7
588,"Wild Bunch, The (1969)",['Western'],[18],1960,4
589,Hellraiser: Bloodline (1996),"['Action', 'Horror', 'Sci-Fi']","[1, 11, 15]",1990,7
590,Primal Fear (1996),"['Drama', 'Thriller']","[8, 16]",1990,7
591,True Crime (1995),"['Mystery', 'Thriller']","[13, 16]",1990,7
592,Stalingrad (1993),['War'],[17],1990,7
593,Heavy (1995),"['Drama', 'Romance']","[8, 14]",1990,7
594,"Fan, The (1996)",['Thriller'],[16],1990,7
595,"Hunchback of Notre Dame, The (1996)","['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1990,7
596,Eraser (1996),"['Action', 'Thriller']","[1, 16]",1990,7
597,"Big Squeeze, The (1996)","['Comedy', 'Drama']","[5, 8]",1990,7
598,Police Story 4: Project S (Chao ji ji hua) (1993),['Action'],[1],1990,7
599,Daniel Defoe's Robinson Crusoe (1996),"[""Children's""]",[4],1990,7
600,For Whom the Bell Tolls (1943),"['Adventure', 'War']","[2, 17]",1940,2
601,"American in Paris, An (1951)","['Musical', 'Romance']","[12, 14]",1950,3
602,Rear Window (1954),"['Mystery', 'Thriller']","[13, 16]",1950,3
603,It Happened One Night (1934),['Comedy'],[5],1930,1
604,Meet Me in St. Louis (1944),['Musical'],[12],1940,2
605,All About Eve (1950),['Drama'],[8],1950,3
606,Rebecca (1940),"['Romance', 'Thriller']","[14, 16]",1940,2
607,Spellbound (1945),"['Mystery', 'Romance', 'Thriller']","[13, 14, 16]",1940,2
608,Father of the Bride (1950),['Comedy'],[5],1950,3
609,Gigi (1958),['Musical'],[12],1950,3
610,Laura (1944),"['Crime', 'Film-Noir', 'Mystery']","[6, 10, 13]",1940,2
611,Lost Horizon (1937),['Drama'],[8],1930,1
612,My Man Godfrey (1936),['Comedy'],[5],1930,1
613,Giant (1956),['Drama'],[8],1950,3
614,"39 Steps, The (1935)",['Thriller'],[16],1930,1
615,Night of the Living Dead (1968),"['Horror', 'Sci-Fi']","[11, 15]",1960,4
616,"Blue Angel, The (Blaue Engel, Der) (1930)",['Drama'],[8],1930,1
617,Picnic (1955),['Drama'],[8],1950,3
618,Extreme Measures (1996),"['Drama', 'Thriller']","[8, 16]",1990,7
619,"Chamber, The (1996)",['Drama'],[8],1990,7
620,"Davy Crockett, King of the Wild Frontier (1955)",['Western'],[18],1950,3
621,Swiss Family Robinson (1960),"['Adventure', ""Children's""]","[2, 4]",1960,4
622,Angels in the Outfield (1994),"[""Children's"", 'Comedy']","[4, 5]",1990,7
623,"Three Caballeros, The (1945)","['Animation', ""Children's"", 'Musical']","[3, 4, 12]",1940,2
624,"Sword in the Stone, The (1963)","['Animation', ""Children's""]","[3, 4]",1960,4
625,So Dear to My Heart (1949),"[""Children's"", 'Drama']","[4, 8]",1940,2
626,Robin Hood: Prince of Thieves (1991),['Drama'],[8],1990,7
627,Sleepers (1996),"['Crime', 'Drama']","[6, 8]",1990,7
628,Victor/Victoria (1982),"['Comedy', 'Musical']","[5, 12]",1980,6
629,"Great Race, The (1965)","['Comedy', 'Musical']","[5, 12]",1960,4
630,"Crying Game, The (1992)","['Action', 'Drama', 'Romance', 'War']","[1, 8, 14, 17]",1990,7
631,Sophie's Choice (1982),['Drama'],[8],1980,6
632,"Christmas Carol, A (1938)",['Drama'],[8],1930,1
633,Microcosmos: Le peuple de l'herbe (1996),['Documentary'],[7],1990,7
634,"Fog, The (1980)",['Horror'],[11],1980,6
635,Escape from New York (1981),"['Action', 'Adventure', 'Sci-Fi', 'Thriller']","[1, 2, 15, 16]",1980,6
636,"Howling, The (1981)","['Comedy', 'Horror']","[5, 11]",1980,6
637,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",['Drama'],[8],1980,6
638,"Tin Drum, The (Blechtrommel, Die) (1979)",['Drama'],[8],1970,5
639,"Cook the Thief His Wife & Her Lover, The (1989)",['Drama'],[8],1980,6
640,Paths of Glory (1957),"['Drama', 'War']","[8, 17]",1950,3
641,"Grifters, The (1990)","['Crime', 'Drama', 'Film-Noir']","[6, 8, 10]",1990,7
642,The Innocent (1994),"['Drama', 'Romance']","[8, 14]",1990,7
643,"Thin Blue Line, The (1988)",['Documentary'],[7],1980,6
644,Paris Is Burning (1990),['Documentary'],[7],1990,7
645,Once Upon a Time in the West (1969),['Western'],[18],1960,4
646,Ran (1985),"['Drama', 'War']","[8, 17]",1980,6
647,"Quiet Man, The (1952)","['Comedy', 'Romance']","[5, 14]",1950,3
648,Once Upon a Time in America (1984),"['Crime', 'Drama', 'Thriller']","[6, 8, 16]",1980,6
649,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",['Drama'],[8],1950,3
650,Glory (1989),"['Action', 'Drama', 'War']","[1, 8, 17]",1980,6
651,Rosencrantz and Guildenstern Are Dead (1990),"['Comedy', 'Drama']","[5, 8]",1990,7
652,Touch of Evil (1958),"['Crime', 'Film-Noir', 'Thriller']","[6, 10, 16]",1950,3
653,Chinatown (1974),"['Film-Noir', 'Mystery', 'Thriller']","[10, 13, 16]",1970,5
654,Stand by Me (1986),"['Adventure', 'Comedy', 'Drama']","[2, 5, 8]",1980,6
655,M (1931),"['Crime', 'Film-Noir', 'Thriller']","[6, 10, 16]",1930,1
656,"Manchurian Candidate, The (1962)","['Film-Noir', 'Thriller']","[10, 16]",1960,4
657,Pump Up the Volume (1990),['Drama'],[8],1990,7
658,Arsenic and Old Lace (1944),"['Comedy', 'Mystery', 'Thriller']","[5, 13, 16]",1940,2
659,Fried Green Tomatoes (1991),['Drama'],[8],1990,7
660,High Noon (1952),['Western'],[18],1950,3
661,Somewhere in Time (1980),"['Drama', 'Romance']","[8, 14]",1980,6
662,Being There (1979),['Comedy'],[5],1970,5
663,"Paris, Texas (1984)",['Drama'],[8],1980,6
664,Alien 3 (1992),"['Action', 'Horror', 'Sci-Fi', 'Thriller']","[1, 11, 15, 16]",1990,7
665,Blood For Dracula (Andy Warhol's Dracula) (1974),['Horror'],[11],1970,5
666,Audrey Rose (1977),['Horror'],[11],1970,5
667,Blood Beach (1981),"['Action', 'Horror']","[1, 11]",1980,6
668,Body Parts (1991),['Horror'],[11],1990,7
669,Body Snatchers (1993),"['Horror', 'Sci-Fi', 'Thriller']","[11, 15, 16]",1990,7
670,Bride of Frankenstein (1935),['Horror'],[11],1930,1
671,Candyman (1992),['Horror'],[11],1990,7
672,Cape Fear (1962),"['Film-Noir', 'Thriller']","[10, 16]",1960,4
673,Cat People (1982),['Horror'],[11],1980,6
674,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",['Horror'],[11],1920,0
675,"Crucible, The (1996)",['Drama'],[8],1990,7
676,Fire on the Mountain (1996),['Documentary'],[7],1990,7
677,Volcano (1997),"['Drama', 'Thriller']","[8, 16]",1990,7
678,Conan the Barbarian (1981),"['Action', 'Adventure']","[1, 2]",1980,6
679,Kull the Conqueror (1997),"['Action', 'Adventure']","[1, 2]",1990,7
680,Wishmaster (1997),['Horror'],[11],1990,7
681,I Know What You Did Last Summer (1997),"['Horror', 'Mystery', 'Thriller']","[11, 13, 16]",1990,7
682,Rocket Man (1997),['Comedy'],[5],1990,7
683,In the Line of Fire (1993),"['Action', 'Thriller']","[1, 16]",1990,7
684,Executive Decision (1996),"['Action', 'Thriller']","[1, 16]",1990,7
685,"Perfect World, A (1993)","['Action', 'Drama']","[1, 8]",1990,7
686,McHale's Navy (1997),"['Comedy', 'War']","[5, 17]",1990,7
687,Leave It to Beaver (1997),['Comedy'],[5],1990,7
688,"Jackal, The (1997)","['Action', 'Thriller']","[1, 16]",1990,7
689,Seven Years in Tibet (1997),"['Drama', 'War']","[8, 17]",1990,7
690,Dark City (1998),"['Film-Noir', 'Sci-Fi', 'Thriller']","[10, 15, 16]",1990,7
691,"American President, The (1995)","['Comedy', 'Drama', 'Romance']","[5, 8, 14]",1990,7
692,Casino (1995),['Drama'],[8],1990,7
693,Persuasion (1995),['Romance'],[14],1990,7
694,Kicking and Screaming (1995),"['Comedy', 'Drama']","[5, 8]",1990,7
695,City Hall (1996),"['Drama', 'Thriller']","[8, 16]",1990,7
696,"Basketball Diaries, The (1995)",['Drama'],[8],1990,7
697,"Browning Version, The (1994)",['Drama'],[8],1990,7
698,Little Women (1994),['Drama'],[8],1990,7
699,Miami Rhapsody (1995),['Comedy'],[5],1990,7
700,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",['Documentary'],[7],1990,7
701,Barcelona (1994),"['Comedy', 'Romance']","[5, 14]",1990,7
