user_id,gender_enc,occupation_enc,decades_lived_enc,genre_enc,release_decade_enc
126,[1],[12],[3],"[0, 14]",[5]
11,[0],[13],[2],"[0, 14]",[5]
237,[0],[0],[4],"[0, 14]",[5]
257,[0],[18],[1],"[0, 14]",[5]
319,[1],[18],[1],"[0, 14]",[5]
248,[1],[18],[2],"[0, 14]",[5]
3,[1],[19],[2],"[0, 14]",[5]
327,[1],[0],[5],"[0, 14]",[5]
240,[0],[18],[2],"[0, 14]",[5]
260,[1],[0],[2],"[0, 14]",[5]
169,[0],[7],[5],"[0, 14]",[5]
178,[1],[5],[1],"[0, 14]",[5]
328,[1],[3],[4],"[0, 14]",[5]
323,[0],[18],[2],"[0, 14]",[5]
331,[1],[18],[2],"[0, 14]",[5]
334,[1],[6],[4],"[0, 14]",[5]
168,[0],[13],[5],"[0, 14]",[5]
346,[1],[18],[1],"[0, 14]",[5]
299,[0],[14],[2],"[0, 14]",[5]
32,[1],[18],[2],"[0, 14]",[5]
316,[1],[0],[2],"[0, 14]",[5]
345,[1],[13],[3],"[0, 14]",[5]
354,[1],[18],[2],"[0, 14]",[5]
361,[0],[8],[3],"[0, 14]",[5]
332,[1],[13],[4],"[0, 14]",[5]
377,[1],[18],[3],"[0, 14]",[5]
387,[1],[13],[3],"[0, 14]",[5]
350,[1],[3],[6],"[0, 14]",[5]
399,[0],[0],[3],"[0, 14]",[5]
412,[1],[3],[5],"[0, 14]",[5]
415,[0],[18],[2],"[0, 14]",[5]
403,[0],[14],[2],"[0, 14]",[5]
389,[0],[20],[4],"[0, 14]",[5]
431,[1],[5],[2],"[0, 14]",[5]
280,[0],[18],[1],"[0, 14]",[5]
34,[0],[8],[2],"[0, 14]",[5]
430,[1],[11],[2],"[0, 14]",[5]
426,[1],[2],[5],"[0, 14]",[5]
446,[1],[0],[3],"[0, 14]",[5]
374,[1],[5],[1],"[0, 14]",[5]
449,[0],[3],[3],"[0, 14]",[5]
438,[0],[0],[2],"[0, 14]",[5]
450,[1],[18],[1],"[0, 14]",[5]
418,[1],[9],[3],"[0, 14]",[5]
413,[1],[14],[2],"[0, 14]",[5]
453,[1],[13],[5],"[0, 14]",[5]
454,[1],[0],[4],"[0, 14]",[5]
437,[0],[0],[5],"[0, 14]",[5]
443,[0],[9],[5],"[0, 14]",[5]
383,[1],[14],[5],"[0, 14]",[5]
458,[1],[18],[2],"[0, 14]",[5]
463,[1],[20],[6],"[0, 14]",[5]
427,[1],[18],[2],"[0, 14]",[5]
483,[1],[18],[2],"[0, 14]",[5]
486,[1],[4],[2],"[0, 14]",[5]
485,[1],[3],[3],"[0, 14]",[5]
492,[1],[4],[2],"[0, 14]",[5]
493,[0],[0],[3],"[0, 14]",[5]
475,[1],[18],[2],"[0, 14]",[5]
487,[1],[19],[4],"[0, 14]",[5]
488,[1],[13],[5],"[0, 14]",[5]
461,[0],[18],[1],"[0, 14]",[5]
498,[1],[14],[4],"[0, 14]",[5]
499,[1],[0],[2],"[0, 14]",[5]
503,[0],[20],[4],"[0, 14]",[5]
504,[0],[13],[2],"[0, 14]",[5]
514,[1],[11],[5],"[0, 14]",[5]
509,[1],[13],[3],"[0, 14]",[5]
524,[0],[0],[2],"[0, 14]",[5]
510,[1],[18],[2],"[0, 14]",[5]
531,[1],[18],[2],"[0, 14]",[5]
532,[1],[10],[4],"[0, 14]",[5]
506,[0],[20],[1],"[0, 14]",[5]
516,[1],[18],[2],"[0, 14]",[5]
533,[1],[18],[2],"[0, 14]",[5]
519,[1],[7],[6],"[0, 14]",[5]
547,[1],[20],[5],"[0, 14]",[5]
550,[1],[14],[2],"[0, 14]",[5]
549,[0],[18],[1],"[0, 14]",[5]
551,[1],[13],[4],"[0, 14]",[5]
556,[0],[20],[3],"[0, 14]",[5]
573,[1],[3],[5],"[0, 14]",[5]
530,[0],[16],[3],"[0, 14]",[5]
563,[1],[15],[6],"[0, 14]",[5]
571,[1],[3],[5],"[0, 14]",[5]
528,[0],[0],[4],"[0, 14]",[5]
586,[1],[13],[2],"[0, 14]",[5]
595,[1],[1],[2],"[0, 14]",[5]
588,[1],[9],[2],"[0, 14]",[5]
596,[1],[13],[2],"[0, 14]",[5]
577,[1],[0],[3],"[0, 14]",[5]
558,[1],[6],[6],"[0, 14]",[5]
610,[1],[10],[4],"[0, 14]",[5]
615,[1],[17],[5],"[0, 14]",[5]
618,[1],[18],[1],"[0, 14]",[5]
623,[1],[18],[1],"[0, 14]",[5]
543,[0],[13],[4],"[0, 14]",[5]
626,[1],[4],[2],"[0, 14]",[5]
632,[1],[14],[3],"[0, 14]",[5]
614,[1],[3],[3],"[0, 14]",[5]
629,[0],[7],[2],"[0, 14]",[5]
597,[0],[11],[4],"[0, 14]",[5]
643,[1],[15],[5],"[0, 14]",[5]
627,[1],[12],[1],"[0, 14]",[5]
611,[1],[3],[3],"[0, 14]",[5]
646,[1],[3],[4],"[0, 14]",[5]
628,[0],[13],[4],"[0, 14]",[5]
652,[1],[6],[3],"[0, 14]",[5]
653,[0],[18],[2],"[0, 14]",[5]
662,[1],[13],[2],"[0, 14]",[5]
675,[1],[14],[3],"[0, 14]",[5]
651,[1],[13],[3],"[0, 14]",[5]
676,[1],[13],[2],"[0, 14]",[5]
667,[0],[20],[2],"[0, 14]",[5]
691,[1],[4],[3],"[0, 14]",[5]
688,[1],[13],[2],"[0, 14]",[5]
696,[1],[13],[2],"[0, 14]",[5]
668,[1],[13],[3],"[0, 14]",[5]
697,[0],[14],[2],"[0, 14]",[5]
693,[1],[14],[6],"[0, 14]",[5]
686,[0],[7],[3],"[0, 14]",[5]
707,[0],[8],[2],"[0, 14]",[5]
715,[0],[0],[3],"[0, 14]",[5]
677,[1],[3],[5],"[0, 14]",[5]
704,[0],[18],[2],"[0, 14]",[5]
713,[1],[4],[2],"[0, 14]",[5]
716,[1],[19],[2],"[0, 14]",[5]
720,[0],[5],[2],"[0, 14]",[5]
728,[1],[18],[1],"[0, 14]",[5]
717,[1],[19],[4],"[0, 14]",[5]
702,[1],[3],[2],"[0, 14]",[5]
734,[0],[7],[2],"[0, 14]",[5]
739,[0],[3],[2],"[0, 14]",[5]
748,[1],[13],[3],"[0, 14]",[5]
742,[1],[14],[3],"[0, 14]",[5]
747,[1],[0],[2],"[0, 14]",[5]
731,[0],[13],[2],"[0, 14]",[5]
767,[1],[0],[2],"[0, 14]",[5]
755,[0],[12],[3],"[0, 14]",[5]
754,[0],[3],[4],"[0, 14]",[5]
724,[1],[18],[2],"[0, 14]",[5]
783,[1],[0],[4],"[0, 14]",[5]
787,[1],[0],[5],"[0, 14]",[5]
769,[1],[18],[2],"[0, 14]",[5]
781,[0],[1],[2],"[0, 14]",[5]
782,[1],[11],[3],"[0, 14]",[5]
766,[1],[4],[7],"[0, 14]",[5]
790,[1],[3],[3],"[0, 14]",[5]
801,[1],[0],[3],"[0, 14]",[5]
799,[1],[14],[2],"[0, 14]",[5]
758,[0],[18],[2],"[0, 14]",[5]
774,[1],[6],[4],"[0, 14]",[5]
795,[0],[20],[3],"[0, 14]",[5]
786,[0],[18],[1],"[0, 14]",[5]
806,[0],[7],[4],"[0, 14]",[5]
808,[0],[11],[5],"[0, 14]",[5]
811,[1],[19],[2],"[0, 14]",[5]
810,[0],[3],[4],"[0, 14]",[5]
807,[1],[16],[4],"[0, 14]",[5]
815,[1],[13],[3],"[0, 14]",[5]
809,[0],[13],[5],"[0, 14]",[5]
812,[0],[18],[1],"[0, 14]",[5]
771,[1],[20],[5],"[0, 14]",[5]
849,[1],[19],[3],"[0, 14]",[5]
852,[1],[20],[4],"[0, 14]",[5]
855,[0],[11],[4],"[0, 14]",[5]
840,[1],[2],[4],"[0, 14]",[5]
862,[1],[18],[1],"[0, 14]",[5]
859,[0],[15],[7],"[0, 14]",[5]
870,[1],[6],[3],"[0, 14]",[5]
871,[0],[18],[1],"[0, 14]",[5]
872,[0],[0],[4],"[0, 14]",[5]
884,[0],[13],[3],"[0, 14]",[5]
891,[1],[13],[3],"[0, 14]",[5]
893,[1],[3],[4],"[0, 14]",[5]
903,[0],[18],[1],"[0, 14]",[5]
904,[1],[13],[2],"[0, 14]",[5]
901,[0],[1],[4],"[0, 14]",[5]
909,[1],[7],[2],"[0, 14]",[5]
918,[1],[13],[2],"[0, 14]",[5]
926,[1],[14],[2],"[0, 14]",[5]
930,[1],[3],[6],"[0, 14]",[5]
800,[1],[20],[2],"[0, 14]",[5]
908,[0],[3],[5],"[0, 14]",[5]
818,[1],[0],[5],"[0, 14]",[5]
939,[1],[0],[3],"[0, 14]",[5]
934,[1],[2],[4],"[0, 14]",[5]
941,[0],[10],[4],"[0, 14]",[5]
936,[1],[3],[4],"[0, 14]",[5]
929,[0],[17],[2],"[0, 14]",[5]
940,[1],[18],[2],"[0, 14]",[5]
199,[1],[14],[4],"[2, 3, 4, 10]",[5]
290,[1],[18],[1],"[2, 3, 4, 10]",[5]
307,[1],[15],[6],"[2, 3, 4, 10]",[5]
37,[0],[13],[2],"[2, 3, 4, 10]",[5]
300,[1],[18],[2],"[2, 3, 4, 10]",[5]
289,[1],[4],[4],"[2, 3, 4, 10]",[5]
41,[1],[0],[3],"[2, 3, 4, 10]",[5]
59,[1],[7],[5],"[2, 3, 4, 10]",[5]
249,[1],[6],[2],"[2, 3, 4, 10]",[5]
270,[1],[4],[5],"[2, 3, 4, 10]",[5]
43,[1],[19],[2],"[2, 3, 4, 10]",[5]
83,[1],[6],[3],"[2, 3, 4, 10]",[5]
84,[1],[3],[5],"[2, 3, 4, 10]",[5]
12,[1],[3],[4],"[2, 3, 4, 10]",[5]
275,[1],[18],[2],"[2, 3, 4, 10]",[5]
129,[1],[12],[2],"[2, 3, 4, 10]",[5]
82,[1],[13],[4],"[2, 3, 4, 10]",[5]
302,[1],[18],[1],"[2, 3, 4, 10]",[5]
177,[1],[13],[2],"[2, 3, 4, 10]",[5]
232,[1],[4],[3],"[2, 3, 4, 10]",[5]
285,[1],[18],[2],"[2, 3, 4, 10]",[5]
221,[1],[14],[2],"[2, 3, 4, 10]",[5]
15,[1],[5],[2],"[2, 3, 4, 10]",[5]
183,[1],[10],[3],"[2, 3, 4, 10]",[5]
22,[0],[1],[3],"[2, 3, 4, 10]",[5]
42,[0],[10],[2],"[2, 3, 4, 10]",[5]
262,[1],[14],[4],"[2, 3, 4, 10]",[5]
243,[1],[19],[2],"[2, 3, 4, 10]",[5]
294,[1],[3],[3],"[2, 3, 4, 10]",[5]
108,[1],[13],[2],"[2, 3, 4, 10]",[5]
55,[1],[10],[2],"[2, 3, 4, 10]",[5]
229,[0],[18],[2],"[2, 3, 4, 10]",[5]
0,[1],[19],[2],"[2, 3, 4, 10]",[5]
222,[0],[18],[1],"[2, 3, 4, 10]",[5]
101,[1],[14],[3],"[2, 3, 4, 10]",[5]
279,[0],[10],[3],"[2, 3, 4, 10]",[5]
252,[0],[10],[2],"[2, 3, 4, 10]",[5]
313,[0],[18],[2],"[2, 3, 4, 10]",[5]
124,[1],[9],[3],"[2, 3, 4, 10]",[5]
17,[0],[13],[3],"[2, 3, 4, 10]",[5]
4,[0],[13],[3],"[2, 3, 4, 10]",[5]
69,[1],[4],[2],"[2, 3, 4, 10]",[5]
63,[1],[3],[3],"[2, 3, 4, 10]",[5]
267,[1],[4],[2],"[2, 3, 4, 10]",[5]
51,[0],[18],[1],"[2, 3, 4, 10]",[5]
329,[0],[3],[3],"[2, 3, 4, 10]",[5]
331,[1],[18],[2],"[2, 3, 4, 10]",[5]
282,[1],[14],[2],"[2, 3, 4, 10]",[5]
339,[1],[4],[4],"[2, 3, 4, 10]",[5]
346,[1],[18],[1],"[2, 3, 4, 10]",[5]
343,[0],[10],[3],"[2, 3, 4, 10]",[5]
341,[0],[13],[2],"[2, 3, 4, 10]",[5]
377,[1],[18],[3],"[2, 3, 4, 10]",[5]
379,[1],[4],[3],"[2, 3, 4, 10]",[5]
372,[0],[13],[2],"[2, 3, 4, 10]",[5]
373,[1],[6],[3],"[2, 3, 4, 10]",[5]
380,[1],[1],[3],"[2, 3, 4, 10]",[5]
392,[1],[18],[1],"[2, 3, 4, 10]",[5]
396,[1],[18],[1],"[2, 3, 4, 10]",[5]
397,[1],[13],[4],"[2, 3, 4, 10]",[5]
401,[1],[4],[3],"[2, 3, 4, 10]",[5]
405,[1],[3],[5],"[2, 3, 4, 10]",[5]
416,[0],[13],[2],"[2, 3, 4, 10]",[5]
435,[0],[0],[3],"[2, 3, 4, 10]",[5]
436,[0],[13],[2],"[2, 3, 4, 10]",[5]
454,[1],[0],[4],"[2, 3, 4, 10]",[5]
455,[1],[19],[2],"[2, 3, 4, 10]",[5]
470,[1],[18],[1],"[2, 3, 4, 10]",[5]
478,[1],[3],[3],"[2, 3, 4, 10]",[5]
483,[1],[18],[2],"[2, 3, 4, 10]",[5]
486,[1],[4],[2],"[2, 3, 4, 10]",[5]
467,[1],[4],[2],"[2, 3, 4, 10]",[5]
492,[1],[4],[2],"[2, 3, 4, 10]",[5]
496,[1],[18],[2],"[2, 3, 4, 10]",[5]
513,[1],[14],[2],"[2, 3, 4, 10]",[5]
504,[0],[13],[2],"[2, 3, 4, 10]",[5]
522,[0],[0],[5],"[2, 3, 4, 10]",[5]
505,[1],[14],[4],"[2, 3, 4, 10]",[5]
531,[1],[18],[2],"[2, 3, 4, 10]",[5]
535,[1],[4],[3],"[2, 3, 4, 10]",[5]
544,[1],[19],[2],"[2, 3, 4, 10]",[5]
540,[0],[18],[1],"[2, 3, 4, 10]",[5]
550,[1],[14],[2],"[2, 3, 4, 10]",[5]
553,[1],[17],[3],"[2, 3, 4, 10]",[5]
576,[0],[18],[3],"[2, 3, 4, 10]",[5]
587,[0],[18],[1],"[2, 3, 4, 10]",[5]
591,[1],[18],[1],"[2, 3, 4, 10]",[5]
605,[1],[14],[2],"[2, 3, 4, 10]",[5]
619,[0],[20],[1],"[2, 3, 4, 10]",[5]
620,[1],[18],[1],"[2, 3, 4, 10]",[5]
621,[1],[14],[2],"[2, 3, 4, 10]",[5]
631,[1],[18],[1],"[2, 3, 4, 10]",[5]
641,[0],[18],[1],"[2, 3, 4, 10]",[5]
653,[0],[18],[2],"[2, 3, 4, 10]",[5]
663,[1],[4],[3],"[2, 3, 4, 10]",[5]
660,[1],[14],[2],"[2, 3, 4, 10]",[5]
681,[1],[14],[2],"[2, 3, 4, 10]",[5]
714,[1],[19],[2],"[2, 3, 4, 10]",[5]
715,[0],[0],[3],"[2, 3, 4, 10]",[5]
710,[0],[18],[2],"[2, 3, 4, 10]",[5]
704,[0],[18],[2],"[2, 3, 4, 10]",[5]
711,[0],[18],[2],"[2, 3, 4, 10]",[5]
726,[1],[18],[2],"[2, 3, 4, 10]",[5]
733,[0],[13],[2],"[2, 3, 4, 10]",[5]
737,[1],[19],[3],"[2, 3, 4, 10]",[5]
750,[0],[13],[2],"[2, 3, 4, 10]",[5]
756,[1],[18],[2],"[2, 3, 4, 10]",[5]
763,[0],[3],[2],"[2, 3, 4, 10]",[5]
785,[0],[4],[3],"[2, 3, 4, 10]",[5]
770,[1],[18],[2],"[2, 3, 4, 10]",[5]
775,[1],[10],[3],"[2, 3, 4, 10]",[5]
778,[1],[18],[3],"[2, 3, 4, 10]",[5]
794,[1],[14],[3],"[2, 3, 4, 10]",[5]
797,[0],[20],[4],"[2, 3, 4, 10]",[5]
795,[0],[20],[3],"[2, 3, 4, 10]",[5]
805,[1],[11],[2],"[2, 3, 4, 10]",[5]
806,[0],[7],[4],"[2, 3, 4, 10]",[5]
820,[1],[4],[3],"[2, 3, 4, 10]",[5]
825,[1],[1],[2],"[2, 3, 4, 10]",[5]
822,[1],[1],[2],"[2, 3, 4, 10]",[5]
843,[1],[4],[2],"[2, 3, 4, 10]",[5]
847,[1],[4],[4],"[2, 3, 4, 10]",[5]
846,[1],[18],[2],"[2, 3, 4, 10]",[5]
849,[1],[19],[3],"[2, 3, 4, 10]",[5]
850,[1],[13],[1],"[2, 3, 4, 10]",[5]
863,[1],[14],[2],"[2, 3, 4, 10]",[5]
821,[0],[10],[2],"[2, 3, 4, 10]",[5]
880,[1],[11],[3],"[2, 3, 4, 10]",[5]
884,[0],[13],[3],"[2, 3, 4, 10]",[5]
869,[1],[18],[2],"[2, 3, 4, 10]",[5]
891,[1],[13],[3],"[2, 3, 4, 10]",[5]
888,[1],[19],[2],"[2, 3, 4, 10]",[5]
881,[1],[4],[3],"[2, 3, 4, 10]",[5]
885,[1],[18],[2],"[2, 3, 4, 10]",[5]
886,[0],[18],[1],"[2, 3, 4, 10]",[5]
900,[1],[6],[3],"[2, 3, 4, 10]",[5]
901,[0],[1],[4],"[2, 3, 4, 10]",[5]
895,[1],[20],[2],"[2, 3, 4, 10]",[5]
898,[1],[13],[3],"[2, 3, 4, 10]",[5]
918,[1],[13],[2],"[2, 3, 4, 10]",[5]
912,[1],[18],[2],"[2, 3, 4, 10]",[5]
926,[1],[14],[2],"[2, 3, 4, 10]",[5]
939,[1],[0],[3],"[2, 3, 4, 10]",[5]
941,[0],[10],[4],"[2, 3, 4, 10]",[5]
185,[0],[6],[3],"[0, 14]",[5]
114,[1],[4],[3],"[0, 14]",[5]
199,[1],[14],[4],"[0, 14]",[5]
290,[1],[18],[1],"[0, 14]",[5]
307,[1],[15],[6],"[0, 14]",[5]
94,[1],[0],[3],"[0, 14]",[5]
159,[1],[14],[2],"[0, 14]",[5]
300,[1],[18],[2],"[0, 14]",[5]
96,[1],[1],[4],"[0, 14]",[5]
250,[1],[2],[2],"[0, 14]",[5]
24,[1],[4],[3],"[0, 14]",[5]
58,[1],[3],[4],"[0, 14]",[5]
41,[1],[0],[3],"[0, 14]",[5]
59,[1],[7],[5],"[0, 14]",[5]
10,[0],[13],[3],"[0, 14]",[5]
161,[1],[1],[2],"[0, 14]",[5]
144,[1],[5],[3],"[0, 14]",[5]
215,[1],[4],[2],"[0, 14]",[5]
270,[1],[4],[5],"[0, 14]",[5]
71,[0],[0],[4],"[0, 14]",[5]
83,[1],[6],[3],"[0, 14]",[5]
98,[1],[18],[2],"[0, 14]",[5]
212,[1],[6],[3],"[0, 14]",[5]
89,[1],[3],[6],"[0, 14]",[5]
275,[1],[18],[2],"[0, 14]",[5]
129,[1],[12],[2],"[0, 14]",[5]
291,[0],[14],[3],"[0, 14]",[5]
82,[1],[13],[4],"[0, 14]",[5]
302,[1],[18],[1],"[0, 14]",[5]
90,[1],[11],[5],"[0, 14]",[5]
177,[1],[13],[2],"[0, 14]",[5]
91,[1],[5],[3],"[0, 14]",[5]
192,[1],[18],[2],"[0, 14]",[5]
221,[1],[14],[2],"[0, 14]",[5]
15,[1],[5],[2],"[0, 14]",[5]
127,[0],[11],[2],"[0, 14]",[5]
22,[0],[1],[3],"[0, 14]",[5]
206,[1],[11],[3],"[0, 14]",[5]
176,[1],[14],[2],"[0, 14]",[5]
42,[0],[10],[2],"[0, 14]",[5]
196,[1],[19],[5],"[0, 14]",[5]
93,[1],[18],[2],"[0, 14]",[5]
271,[1],[17],[3],"[0, 14]",[5]
235,[0],[20],[4],"[0, 14]",[5]
262,[1],[14],[4],"[0, 14]",[5]
150,[0],[0],[3],"[0, 14]",[5]
294,[1],[3],[3],"[0, 14]",[5]
136,[1],[3],[5],"[0, 14]",[5]
213,[0],[10],[2],"[0, 14]",[5]
220,[1],[18],[1],"[0, 14]",[5]
234,[1],[3],[3],"[0, 14]",[5]
108,[1],[13],[2],"[0, 14]",[5]
55,[1],[10],[2],"[0, 14]",[5]
229,[0],[18],[2],"[0, 14]",[5]
297,[1],[6],[4],"[0, 14]",[5]
0,[1],[19],[2],"[0, 14]",[5]
255,[0],[12],[3],"[0, 14]",[5]
7,[1],[0],[3],"[0, 14]",[5]
28,[1],[14],[4],"[0, 14]",[5]
36,[1],[18],[2],"[0, 14]",[5]
86,[1],[0],[4],"[0, 14]",[5]
310,[1],[19],[3],"[0, 14]",[5]
269,[0],[18],[1],"[0, 14]",[5]
187,[1],[18],[4],"[0, 14]",[5]
68,[1],[4],[2],"[0, 14]",[5]
23,[0],[1],[2],"[0, 14]",[5]
312,[1],[11],[4],"[0, 14]",[5]
279,[0],[10],[3],"[0, 14]",[5]
295,[0],[0],[4],"[0, 14]",[5]
216,[1],[13],[2],"[0, 14]",[5]
209,[1],[4],[3],"[0, 14]",[5]
56,[1],[12],[1],"[0, 14]",[5]
252,[0],[10],[2],"[0, 14]",[5]
152,[1],[18],[2],"[0, 14]",[5]
74,[1],[5],[2],"[0, 14]",[5]
124,[1],[9],[3],"[0, 14]",[5]
109,[1],[18],[1],"[0, 14]",[5]
17,[0],[13],[3],"[0, 14]",[5]
21,[1],[20],[2],"[0, 14]",[5]
69,[1],[4],[2],"[0, 14]",[5]
27,[1],[20],[3],"[0, 14]",[5]
293,[1],[19],[3],"[0, 14]",[5]
314,[1],[3],[3],"[0, 14]",[5]
117,[1],[0],[2],"[0, 14]",[5]
80,[1],[18],[2],"[0, 14]",[5]
200,[1],[20],[2],"[0, 14]",[5]
63,[1],[3],[3],"[0, 14]",[5]
6,[1],[0],[5],"[0, 14]",[5]
322,[1],[18],[2],"[0, 14]",[5]
319,[1],[18],[1],"[0, 14]",[5]
325,[1],[0],[4],"[0, 14]",[5]
248,[1],[18],[2],"[0, 14]",[5]
95,[0],[1],[2],"[0, 14]",[5]
327,[1],[0],[5],"[0, 14]",[5]
157,[1],[3],[5],"[0, 14]",[5]
328,[1],[3],[4],"[0, 14]",[5]
333,[1],[10],[3],"[0, 14]",[5]
79,[0],[0],[3],"[0, 14]",[5]
331,[1],[18],[2],"[0, 14]",[5]
338,[1],[9],[3],"[0, 14]",[5]
337,[0],[10],[3],"[0, 14]",[5]
342,[1],[4],[4],"[0, 14]",[5]
344,[0],[10],[2],"[0, 14]",[5]
346,[1],[18],[1],"[0, 14]",[5]
343,[0],[10],[3],"[0, 14]",[5]
54,[1],[14],[3],"[0, 14]",[5]
345,[1],[13],[3],"[0, 14]",[5]
360,[1],[18],[2],"[0, 14]",[5]
359,[1],[13],[5],"[0, 14]",[5]
370,[1],[4],[3],"[0, 14]",[5]
377,[1],[18],[3],"[0, 14]",[5]
351,[0],[14],[3],"[0, 14]",[5]
378,[1],[14],[4],"[0, 14]",[5]
379,[1],[4],[3],"[0, 14]",[5]
372,[0],[13],[2],"[0, 14]",[5]
373,[1],[6],[3],"[0, 14]",[5]
386,[1],[5],[3],"[0, 14]",[5]
388,[0],[20],[4],"[0, 14]",[5]
371,[0],[18],[2],"[0, 14]",[5]
392,[1],[18],[1],"[0, 14]",[5]
397,[1],[13],[4],"[0, 14]",[5]
404,[0],[7],[2],"[0, 14]",[5]
393,[1],[0],[2],"[0, 14]",[5]
408,[1],[0],[4],"[0, 14]",[5]
415,[0],[18],[2],"[0, 14]",[5]
410,[1],[3],[3],"[0, 14]",[5]
424,[1],[18],[1],"[0, 14]",[5]
428,[1],[18],[2],"[0, 14]",[5]
436,[0],[13],[2],"[0, 14]",[5]
444,[1],[20],[2],"[0, 14]",[5]
420,[0],[14],[3],"[0, 14]",[5]
434,[1],[4],[2],"[0, 14]",[5]
449,[0],[3],[3],"[0, 14]",[5]
418,[1],[9],[3],"[0, 14]",[5]
451,[1],[0],[3],"[0, 14]",[5]
453,[1],[13],[5],"[0, 14]",[5]
454,[1],[0],[4],"[0, 14]",[5]
456,[0],[16],[3],"[0, 14]",[5]
457,[1],[19],[4],"[0, 14]",[5]
471,[1],[18],[2],"[0, 14]",[5]
473,[1],[6],[5],"[0, 14]",[5]
477,[1],[13],[2],"[0, 14]",[5]
478,[1],[3],[3],"[0, 14]",[5]
483,[1],[18],[2],"[0, 14]",[5]
479,[1],[15],[5],"[0, 14]",[5]
486,[1],[4],[2],"[0, 14]",[5]
492,[1],[4],[2],"[0, 14]",[5]
494,[1],[4],[2],"[0, 14]",[5]
496,[1],[18],[2],"[0, 14]",[5]
487,[1],[19],[4],"[0, 14]",[5]
502,[0],[20],[5],"[0, 14]",[5]
513,[1],[14],[2],"[0, 14]",[5]
523,[1],[3],[5],"[0, 14]",[5]
505,[1],[14],[4],"[0, 14]",[5]
531,[1],[18],[2],"[0, 14]",[5]
520,[1],[18],[1],"[0, 14]",[5]
535,[1],[4],[3],"[0, 14]",[5]
544,[1],[19],[2],"[0, 14]",[5]
542,[1],[17],[3],"[0, 14]",[5]
540,[0],[18],[1],"[0, 14]",[5]
547,[1],[20],[5],"[0, 14]",[5]
550,[1],[14],[2],"[0, 14]",[5]
537,[1],[17],[3],"[0, 14]",[5]
553,[1],[17],[3],"[0, 14]",[5]
527,[1],[18],[1],"[0, 14]",[5]
576,[0],[18],[3],"[0, 14]",[5]
561,[0],[0],[5],"[0, 14]",[5]
587,[0],[18],[1],"[0, 14]",[5]
574,[1],[11],[3],"[0, 14]",[5]
591,[1],[18],[1],"[0, 14]",[5]
567,[1],[3],[3],"[0, 14]",[5]
592,[0],[3],[3],"[0, 14]",[5]
604,[1],[4],[3],"[0, 14]",[5]
599,[1],[14],[3],"[0, 14]",[5]
617,[0],[18],[1],"[0, 14]",[5]
585,[1],[18],[2],"[0, 14]",[5]
590,[0],[10],[5],"[0, 14]",[5]
607,[1],[13],[2],"[0, 14]",[5]
618,[1],[18],[1],"[0, 14]",[5]
622,[0],[3],[5],"[0, 14]",[5]
620,[1],[18],[1],"[0, 14]",[5]
632,[1],[14],[3],"[0, 14]",[5]
621,[1],[14],[2],"[0, 14]",[5]
631,[1],[18],[1],"[0, 14]",[5]
639,[1],[18],[2],"[0, 14]",[5]
647,[1],[4],[4],"[0, 14]",[5]
646,[1],[3],[4],"[0, 14]",[5]
642,[1],[17],[3],"[0, 14]",[5]
652,[1],[6],[3],"[0, 14]",[5]
653,[0],[18],[2],"[0, 14]",[5]
654,[0],[7],[5],"[0, 14]",[5]
663,[1],[4],[3],"[0, 14]",[5]
660,[1],[14],[2],"[0, 14]",[5]
672,[1],[3],[5],"[0, 14]",[5]
658,[1],[3],[3],"[0, 14]",[5]
681,[1],[14],[2],"[0, 14]",[5]
685,[1],[3],[3],"[0, 14]",[5]
692,[0],[7],[4],"[0, 14]",[5]
689,[1],[16],[3],"[0, 14]",[5]
714,[1],[19],[2],"[0, 14]",[5]
715,[0],[0],[3],"[0, 14]",[5]
710,[0],[18],[2],"[0, 14]",[5]
704,[0],[18],[2],"[0, 14]",[5]
711,[0],[18],[2],"[0, 14]",[5]
726,[1],[18],[2],"[0, 14]",[5]
690,[1],[3],[3],"[0, 14]",[5]
709,[1],[18],[1],"[0, 14]",[5]
746,[1],[13],[1],"[0, 14]",[5]
748,[1],[13],[3],"[0, 14]",[5]
745,[1],[4],[2],"[0, 14]",[5]
718,[0],[13],[3],"[0, 14]",[5]
738,[1],[19],[3],"[0, 14]",[5]
740,[1],[20],[2],"[0, 14]",[5]
747,[1],[0],[2],"[0, 14]",[5]
750,[0],[13],[2],"[0, 14]",[5]
756,[1],[18],[2],"[0, 14]",[5]
757,[1],[18],[2],"[0, 14]",[5]
762,[1],[17],[2],"[0, 14]",[5]
752,[1],[16],[5],"[0, 14]",[5]
755,[0],[12],[3],"[0, 14]",[5]
779,[1],[14],[4],"[0, 14]",[5]
787,[1],[0],[5],"[0, 14]",[5]
784,[1],[4],[3],"[0, 14]",[5]
797,[0],[20],[4],"[0, 14]",[5]
803,[1],[3],[3],"[0, 14]",[5]
789,[1],[19],[2],"[0, 14]",[5]
795,[0],[20],[3],"[0, 14]",[5]
806,[0],[7],[4],"[0, 14]",[5]
814,[1],[13],[3],"[0, 14]",[5]
804,[0],[13],[2],"[0, 14]",[5]
820,[1],[4],[3],"[0, 14]",[5]
825,[1],[1],[2],"[0, 14]",[5]
822,[1],[1],[2],"[0, 14]",[5]
839,[1],[1],[3],"[0, 14]",[5]
