user_id,gender,occupation,decades_lived,gender_enc,occupation_enc,decades_lived_enc
919,F,artist,30,0,1,3
920,F,student,20,0,18,2
921,F,administrator,20,0,0,2
922,M,student,20,1,18,2
923,M,other,20,1,13,2
924,F,salesman,10,0,16,1
925,M,entertainment,40,1,5,4
926,M,programmer,20,1,14,2
927,M,student,20,1,18,2
928,M,scientist,40,1,17,4
929,F,scientist,20,0,17,2
930,M,educator,60,1,3,6
931,M,educator,50,1,3,5
932,M,student,20,1,18,2
933,M,engineer,60,1,4,6
934,M,doctor,40,1,2,4
935,M,other,20,1,13,2
936,M,educator,40,1,3,4
937,F,technician,30,0,19,3
938,F,student,20,0,18,2
939,M,administrator,30,1,0,3
940,M,student,20,1,18,2
941,F,librarian,40,0,10,4
942,M,student,20,1,18,2
